image_path,basename,folder_label,json_label
/content/drive/MyDrive/DATASET/fake_cifake_images/167.png,167.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/168.png,168.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/169.png,169.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/17.png,17.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/170.png,170.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/171.png,171.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/172.png,172.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/173.png,173.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/174.png,174.png,fake,real
/content/drive/MyDrive/DATASET/fake_cifake_images/175.png,175.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/176.png,176.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/177.png,177.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/178.png,178.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/179.png,179.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/18.png,18.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/180.png,180.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/181.png,181.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/182.png,182.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/183.png,183.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/184.png,184.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/185.png,185.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/186.png,186.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/187.png,187.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/188.png,188.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/189.png,189.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/19.png,19.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/190.png,190.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/191.png,191.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/192.png,192.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/193.png,193.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/194.png,194.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/195.png,195.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/196.png,196.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/197.png,197.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/198.png,198.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/199.png,199.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/2.png,2.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/20.png,20.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/200.png,200.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/201.png,201.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/202.png,202.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/203.png,203.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/204.png,204.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/205.png,205.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/206.png,206.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/207.png,207.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/208.png,208.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/209.png,209.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/21.png,21.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/210.png,210.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/211.png,211.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/212.png,212.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/213.png,213.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/214.png,214.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/215.png,215.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/216.png,216.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/217.png,217.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/218.png,218.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/219.png,219.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/22.png,22.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/220.png,220.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/221.png,221.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/222.png,222.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/223.png,223.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/224.png,224.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/225.png,225.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/226.png,226.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/227.png,227.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/228.png,228.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/229.png,229.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/23.png,23.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/230.png,230.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/231.png,231.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/232.png,232.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/233.png,233.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/234.png,234.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/235.png,235.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/236.png,236.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/237.png,237.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/238.png,238.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/239.png,239.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/24.png,24.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/240.png,240.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/241.png,241.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/242.png,242.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/243.png,243.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/244.png,244.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/245.png,245.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/246.png,246.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/247.png,247.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/248.png,248.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/249.png,249.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/25.png,25.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/250.png,250.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/251.png,251.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/252.png,252.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/253.png,253.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/254.png,254.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/255.png,255.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/256.png,256.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/257.png,257.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/258.png,258.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/259.png,259.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/26.png,26.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/260.png,260.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/261.png,261.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/262.png,262.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/263.png,263.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/264.png,264.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/265.png,265.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/266.png,266.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/267.png,267.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/268.png,268.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/269.png,269.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/27.png,27.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/270.png,270.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/271.png,271.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/272.png,272.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/273.png,273.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/274.png,274.png,fake,real
/content/drive/MyDrive/DATASET/fake_cifake_images/275.png,275.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/276.png,276.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/277.png,277.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/278.png,278.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/279.png,279.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/28.png,28.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/280.png,280.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/281.png,281.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/282.png,282.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/283.png,283.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/284.png,284.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/285.png,285.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/286.png,286.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/287.png,287.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/288.png,288.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/289.png,289.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/29.png,29.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/290.png,290.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/291.png,291.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/292.png,292.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/293.png,293.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/294.png,294.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/295.png,295.png,fake,real
/content/drive/MyDrive/DATASET/fake_cifake_images/296.png,296.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/297.png,297.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/298.png,298.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/299.png,299.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/3.png,3.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/30.png,30.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/300.png,300.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/301.png,301.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/302.png,302.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/303.png,303.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/304.png,304.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/305.png,305.png,fake,real
/content/drive/MyDrive/DATASET/fake_cifake_images/306.png,306.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/307.png,307.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/308.png,308.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/309.png,309.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/31.png,31.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/310.png,310.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/311.png,311.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/312.png,312.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/313.png,313.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/314.png,314.png,fake,real
/content/drive/MyDrive/DATASET/fake_cifake_images/315.png,315.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/316.png,316.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/317.png,317.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/318.png,318.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/319.png,319.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/32.png,32.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/320.png,320.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/321.png,321.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/322.png,322.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/323.png,323.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/324.png,324.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/325.png,325.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/326.png,326.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/327.png,327.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/328.png,328.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/329.png,329.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/33.png,33.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/330.png,330.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/331.png,331.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/332.png,332.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/333.png,333.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/334.png,334.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/335.png,335.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/336.png,336.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/337.png,337.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/338.png,338.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/339.png,339.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/34.png,34.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/340.png,340.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/341.png,341.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/342.png,342.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/343.png,343.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/344.png,344.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/345.png,345.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/346.png,346.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/347.png,347.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/348.png,348.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/349.png,349.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/35.png,35.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/350.png,350.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/351.png,351.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/352.png,352.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/353.png,353.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/354.png,354.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/355.png,355.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/356.png,356.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/357.png,357.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/358.png,358.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/359.png,359.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/36.png,36.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/360.png,360.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/361.png,361.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/362.png,362.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/363.png,363.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/364.png,364.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/365.png,365.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/366.png,366.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/367.png,367.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/368.png,368.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/369.png,369.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/37.png,37.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/370.png,370.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/371.png,371.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/372.png,372.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/373.png,373.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/374.png,374.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/375.png,375.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/376.png,376.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/377.png,377.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/378.png,378.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/379.png,379.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/38.png,38.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/380.png,380.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/381.png,381.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/382.png,382.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/383.png,383.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/384.png,384.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/385.png,385.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/386.png,386.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/387.png,387.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/388.png,388.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/389.png,389.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/39.png,39.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/390.png,390.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/391.png,391.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/392.png,392.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/393.png,393.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/394.png,394.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/395.png,395.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/396.png,396.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/397.png,397.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/398.png,398.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/399.png,399.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/4.png,4.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/40.png,40.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/400.png,400.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/401.png,401.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/402.png,402.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/403.png,403.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/404.png,404.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/405.png,405.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/406.png,406.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/407.png,407.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/408.png,408.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/409.png,409.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/41.png,41.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/410.png,410.png,fake,fake
/content/drive/MyDrive/DATASET/fake_cifake_images/411.png,411.png,fake,fake
